ASN,domains
133738,4
56399,4
271861,4
25965,4
41413,4
270444,4
55832,4
263716,4
328722,4
62672,4
28277,4
19978,4
39971,4
149643,4
264111,4
41755,4
149077,4
138824,4
25451,4
139543,4
398173,4
329360,4
393536,4
26699,4
151867,4
33377,4
199458,4
139138,4
56959,4
198022,4
47664,4
49498,4
23007,4
54619,4
54041,4
327947,4
142006,4
272991,4
4508,4
10962,4
21480,4
21617,4
60988,4
152068,4
205673,4
212632,4
394620,4
393337,4
55474,4
61765,4
140464,4
153493,4
273034,4
208398,4
394963,4
60056,4
41478,4
32843,4
62398,4
13928,4
213358,4
210720,4
53580,4
206013,4
262213,4
398741,4
213804,4
395677,4
18038,4
32331,4
328271,4
1616,4
135059,4
270293,4
269022,4
37571,4
400442,4
61818,4
213503,4
59548,4
209596,4
271597,4
53320,4
137090,4
11967,4
200090,4
269036,4
43845,4
152004,4
198487,4
55614,4
37454,4
63733,4
204176,4
329455,4
204350,4
200123,4
137272,4
39167,4
397394,4
57464,4
213024,4
38066,4
62990,4
203035,4
201013,4
395775,4
17584,4
267175,4
268937,4
271745,4
200688,4
138114,4
60497,4
139278,4
131765,4
138248,4
61328,4
208177,4
27447,4
270904,4
23808,4
399582,4
22132,4
55122,4
21525,4
328747,4
44097,4
265935,4
7720,4
62732,4
150581,4
58422,4
265931,4
30211,4
266593,4
265630,4
149278,4
266132,4
262578,4
60596,4
150301,4
37453,4
202629,4
265482,4
13918,4
206803,4
46291,4
62043,4
396443,4
61941,4
266152,4
210186,4
56597,4
7215,4
33060,4
153350,4
44701,4
35441,4
132514,4
262324,4
271626,4
210788,4
271007,4
141592,4
207123,4
147128,4
196831,4
37185,4
41530,4
263642,4
40248,4
28837,4
25117,4
31975,4
29797,4
60154,4
12498,4
17851,4
12679,4
197267,4
40112,4
36124,4
19483,4
57612,4
63319,4
57359,4
400829,4
400933,4
59975,4
36033,4
52538,4
327695,4
44834,4
274748,4
204655,4
18803,4
265727,4
262423,4
48775,4
216152,4
147096,4
28664,4
26194,4
196935,4
137267,4
197971,4
137895,4
36612,4
273580,4
51804,4
41143,4
133876,4
264586,4
59509,4
265530,4
35580,4
53076,4
32876,4
21869,4
207397,4
152788,4
202209,4
210239,4
53775,4
140678,4
328928,4
35479,4
53764,4
12163,4
60548,4
61763,4
263262,4
209834,4
206982,4
25223,4
265790,4
267205,4
62779,4
13953,4
205569,4
21698,4
34769,4
206952,4
31541,4
270329,4
206094,4
16091,4
263206,4
9124,4
43436,4
265188,4
136654,4
209096,4
37230,4
36917,4
1218,4
399727,4
59575,4
206681,4
263427,4
262482,4
139686,4
133880,4
328282,4
208352,4
267692,4
17523,4
37366,4
32255,4
267971,4
137868,4
62580,4
139424,4
51512,4
47259,4
43591,4
203257,4
33281,4
150532,4
2708,4
19594,4
263545,4
30854,4
199021,4
262332,4
196882,4
20224,4
263190,4
47726,4
132703,4
202121,4
393262,4
61879,4
212158,4
397655,4
37910,4
142381,4
153092,4
264863,4
60770,4
269323,4
264720,4
46339,4
24174,4
42234,4
55674,4
269138,4
400501,3
47845,3
43085,3
1770,3
31337,3
52124,3
394413,3
264807,3
43330,3
149610,3
61662,3
273074,3
399247,3
153135,3
153234,3
399570,3
44227,3
52718,3
59908,3
211746,3
328595,3
19640,3
28884,3
63285,3
56632,3
20242,3
200606,3
49384,3
400472,3
18667,3
138431,3
52123,3
16811,3
270901,3
263611,3
205685,3
51597,3
25984,3
42901,3
199352,3
46564,3
265851,3
44278,3
4623,3
197082,3
269442,3
20826,3
266837,3
62420,3
263754,3
271549,3
27253,3
15337,3
396317,3
204741,3
149872,3
34961,3
151584,3
44276,3
152440,3
399262,3
215307,3
153956,3
395381,3
57146,3
51524,3
395050,3
200061,3
205966,3
34202,3
131189,3
58196,3
44759,3
10896,3
35438,3
141473,3
213534,3
59517,3
266394,3
11161,3
53798,3
202202,3
51979,3
49934,3
397399,3
328767,3
34662,3
46274,3
150204,3
266831,3
265955,3
42811,3
206820,3
201060,3
265063,3
262264,3
265242,3
200467,3
14529,3
267629,3
61692,3
265107,3
197507,3
134916,3
59057,3
265294,3
41212,3
55099,3
43908,3
51778,3
214451,3
46057,3
271244,3
395194,3
140971,3
53113,3
54328,3
266366,3
54007,3
135777,3
133161,3
56680,3
271643,3
12100,3
211076,3
16052,3
42191,3
139940,3
266346,3
264200,3
131235,3
151417,3
42399,3
61908,3
207777,3
40478,3
28012,3
271430,3
51394,3
13816,3
138572,3
6130,3
9653,3
46059,3
56375,3
41027,3
27592,3
31505,3
263028,3
213022,3
54754,3
3375,3
16679,3
264019,3
208067,3
46292,3
59874,3
141832,3
10278,3
270822,3
397927,3
201226,3
40124,3
51387,3
10632,3
139384,3
209167,3
62360,3
14536,3
33084,3
37073,3
209140,3
26125,3
47284,3
137297,3
52345,3
271927,3
18842,3
135445,3
328866,3
208106,3
210837,3
263775,3
63883,3
133608,3
267048,3
198091,3
264779,3
205396,3
52242,3
394244,3
5498,3
60378,3
271873,3
214402,3
200400,3
400232,3
59737,3
37922,3
200647,3
60930,3
28572,3
16594,3
56753,3
212139,3
63673,3
262668,3
42094,3
38328,3
263543,3
11375,3
400694,3
28476,3
328341,3
268168,3
18785,3
9493,3
45553,3
266426,3
63415,3
265204,3
266894,3
149324,3
328499,3
267813,3
134920,3
40837,3
209710,3
398263,3
138317,3
39848,3
1087,3
131345,3
44085,3
147129,3
63065,3
49480,3
62997,3
43528,3
14850,3
57599,3
133289,3
201756,3
44454,3
40097,3
399951,3
49510,3
46335,3
268594,3
20014,3
42867,3
54491,3
59160,3
42711,3
269934,3
136682,3
59638,3
17736,3
16868,3
267100,3
50455,3
28477,3
400403,3
40969,3
141637,3
141031,3
60654,3
48081,3
210256,3
20833,3
270474,3
63593,3
201893,3
62637,3
37402,3
64450,3
49012,3
13322,3
202834,3
266953,3
205674,3
36723,3
40031,3
262685,3
40036,3
401045,3
47567,3
42736,3
205451,3
398816,3
38626,3
263537,3
208447,3
57588,3
57822,3
205837,3
55214,3
152707,3
400465,3
268014,3
137209,3
197841,3
48171,3
141602,3
10348,3
395523,3
23584,3
198017,3
26327,3
207487,3
328293,3
199606,3
265777,3
262362,3
29893,3
61212,3
37622,3
24780,3
267525,3
213449,3
202390,3
53012,3
41115,3
138683,3
269867,3
199537,3
41035,3
328988,3
38011,3
262297,3
269005,3
58094,3
210303,3
57420,3
43425,3
24453,3
135854,3
266829,3
60538,3
268579,3
55194,3
263584,3
136365,3
396872,3
271158,3
267788,3
31743,3
269558,3
271157,3
263974,3
267749,3
25471,3
138585,3
52392,3
200486,3
10042,3
400930,3
270375,3
267464,3
397351,3
15751,3
16600,3
46191,3
135257,3
266243,3
208327,3
54287,3
200752,3
398362,3
205545,3
197074,3
50441,3
149553,3
52611,3
35437,3
38422,3
138032,3
37408,3
266229,3
202993,3
62588,3
207473,3
47827,3
206818,3
265225,3
399200,3
45173,3
397120,3
272730,3
216066,3
270090,3
23623,3
215528,3
56238,3
199856,3
198574,3
60520,3
131663,3
49153,3
264688,3
262273,3
59721,3
141743,3
15984,3
18694,3
399802,3
132663,3
202842,3
44240,3
263592,3
268785,3
263482,3
269910,3
59965,3
132739,3
268482,3
9131,3
40560,3
327773,3
268067,3
328611,3
264421,3
23829,3
271700,3
22690,3
45685,3
40661,3
198531,3
62973,3
199855,3
39780,3
37455,3
274773,3
28443,3
131662,3
42577,3
271192,3
270952,3
265326,3
61509,3
8411,3
52794,3
13575,3
263546,3
49865,3
37524,3
55387,3
26692,3
203408,3
28205,3
12356,3
63800,3
25633,3
268926,3
262154,3
34819,3
397098,3
272679,3
200016,3
151191,3
137830,3
24952,3
43743,3
135266,3
273250,3
42260,3
62002,3
32308,3
329239,3
395991,3
328041,3
269624,3
40055,3
38577,3
20143,3
400007,3
137227,3
45754,3
134252,3
152780,3
268157,3
23805,3
216271,3
40710,3
268743,3
136077,3
133361,3
328300,3
41244,3
133408,3
137309,3
23235,3
46154,3
153781,3
23004,3
56649,3
28935,3
133198,3
269683,3
28406,3
33358,3
4867,3
201871,3
45900,3
211865,3
53856,3
206511,3
58807,3
3705,3
215329,3
394517,3
267415,3
266415,3
271513,3
51516,3
27328,3
214440,3
152014,3
18094,3
131342,3
266566,3
135177,3
204007,3
39580,3
55142,3
28545,3
264210,3
213379,3
399790,3
25727,3
58326,3
63844,3
49253,3
56823,3
205270,3
40847,3
18319,3
61589,3
152797,3
393833,3
207535,3
8734,3
151160,3
44772,3
106,3
203399,3
269423,3
7578,3
63136,3
196741,3
40644,3
27855,3
138345,3
198168,3
197295,3
149961,3
397065,3
61473,3
33323,3
51273,3
23578,3
12228,3
51112,3
207628,3
61716,3
400994,3
15281,3
136722,3
142040,3
263369,3
18549,3
263242,3
142108,3
329427,3
263250,3
271425,3
62517,3
61710,3
44524,3
50454,3
53680,3
16507,3
152599,3
200495,3
200132,3
6761,3
399114,3
264812,3
59956,3
20263,3
206338,3
328761,3
27888,3
395454,3
47946,3
329220,3
137472,3
135365,3
273409,3
329121,3
208718,3
395481,3
23817,3
398136,3
57440,3
198192,3
50638,3
54037,3
51201,3
398874,3
198256,3
46009,3
44939,3
43911,3
198240,3
46983,3
132450,3
264439,3
207767,3
59604,3
61325,3
32251,3
18112,3
203518,3
40090,3
208927,3
205509,3
140403,3
269520,3
268663,3
265320,3
47324,3
197770,3
25969,3
262203,3
53428,3
56508,3
202597,3
394060,3
27394,3
268037,3
210873,3
149412,3
201889,3
328102,3
135111,3
266449,3
329335,3
210456,3
269946,3
36527,3
206990,3
327848,3
29774,3
271413,3
265807,3
49257,3
30255,3
197436,3
398070,3
55453,3
30663,3
61618,3
393296,3
29366,3
208772,3
51802,3
153038,3
271097,3
269791,3
132108,3
215492,3
58824,3
17682,3
267892,3
395146,3
397898,3
20197,3
47278,3
48086,3
147011,3
205510,3
57703,3
52564,3
140016,3
31627,3
203176,3
51176,3
41503,3
59762,3
262530,3
216101,3
210287,3
205433,3
149357,3
51102,3
11765,3
61223,3
134356,3
211382,3
22919,3
15742,3
20173,3
394599,3
47634,3
212153,3
138681,3
55566,3
62712,3
27413,3
263141,3
58151,3
267038,3
198251,3
45607,3
201549,3
205011,3
264428,3
272928,3
396834,3
265604,3
327820,3
27022,3
51374,3
22606,3
268120,3
197513,3
199936,3
149473,3
205376,3
9144,3
44277,3
43605,3
18136,3
267816,3
27215,3
396462,3
9637,3
9468,3
26867,3
55627,3
45164,3
55760,3
271285,3
47863,3
142320,3
268317,3
19718,3
206890,3
203581,3
46324,3
201281,3
9966,3
58935,3
37653,3
214061,3
47204,3
22156,3
137453,3
54707,3
395641,3
46699,3
262487,3
54954,3
11985,3
62169,3
271024,3
62295,3
203030,3
141646,3
264938,3
36384,3
133202,3
208235,3
210871,3
212167,3
397140,3
197404,3
135025,3
215661,3
39964,3
15520,3
133256,3
271600,3
267518,3
61603,3
262815,3
399778,3
197901,3
203690,3
33304,3
31096,3
21765,3
213834,3
269804,3
43264,3
36898,3
212036,3
60515,3
262671,3
201627,3
142631,3
208783,3
3241,3
274747,3
62950,3
393409,3
135755,3
45925,3
21722,3
132974,3
25529,3
394414,3
42146,3
26534,3
61058,3
400713,3
52600,3
203931,3
395746,3
141088,3
60700,3
42138,3
31989,3
10081,3
41185,3
266741,3
134145,3
40760,3
41937,3
212866,3
396066,3
139002,3
207206,3
41869,3
133285,3
37590,3
45884,3
208542,3
48275,3
26558,3
153345,3
399105,3
52767,3
262622,3
207039,3
265898,3
57536,3
200066,3
38378,3
396090,3
52937,3
23134,3
149707,3
48556,3
397475,3
215415,3
39047,3
46598,3
47212,3
265657,3
198334,3
59167,3
50048,3
149595,3
141922,3
26008,3
207353,3
12804,3
135700,3
197851,3
201508,3
142559,3
201270,3
396327,3
7467,3
38578,3
56921,3
52727,3
208540,3
60573,3
210490,3
153600,3
205312,3
56669,3
56913,3
393547,3
267055,3
270695,3
397440,3
24276,3
400404,3
57435,3
24543,3
263177,3
13457,3
41377,3
328651,3
45946,3
262470,3
198573,3
28985,3
19510,3
6336,3
269283,3
52539,3
52603,3
44749,3
266534,3
42385,3
60401,3
8247,3
84,3
265397,3
215836,3
14622,3
400260,3
35484,3
271548,3
272109,3
13347,3
60307,3
211503,3
46056,3
147092,3
209969,3
400068,3
10250,3
56797,3
398111,3
269476,3
57233,3
215320,3
269885,3
210172,3
211874,3
62367,3
399254,3
394349,3
50157,3
269643,3
57005,3
206255,3
211982,3
25713,3
133153,3
62800,3
12134,3
265383,3
136015,3
140327,3
17466,3
151374,3
264570,3
53361,3
208077,3
45271,3
50966,3
203563,3
35354,3
29163,3
394729,3
27321,3
26838,3
13573,3
212126,3
268392,3
329481,3
38146,3
38522,3
52780,3
142647,3
263946,3
263908,3
135833,3
56664,3
50929,3
135974,3
35308,3
136529,3
399827,3
263149,3
264881,3
270711,3
53173,3
22310,3
268093,3
30758,3
27797,3
209755,3
3187,3
30205,3
135034,3
207685,3
42509,3
200214,3
30291,3
55087,3
50743,3
44517,3
39213,3
131636,3
215700,3
263020,3
215865,3
395395,3
264961,3
18325,3
134627,3
206671,3
62717,3
270615,3
11781,3
137168,3
59340,3
269879,3
22579,3
53605,3
401558,3
328296,3
32273,3
264672,3
197567,3
210846,3
136368,3
132035,3
328388,3
207548,3
264886,3
63753,3
28304,3
40292,3
263732,3
49280,3
267933,3
202860,3
43753,3
136871,3
140910,3
394495,3
135846,3
132602,3
266529,3
51958,3
271979,3
61971,3
264120,3
264436,3
207681,3
206939,3
21817,3
327994,3
47247,3
133669,3
23594,3
398447,3
213133,3
11910,3
15804,3
201098,3
151505,3
57558,3
198411,3
40007,3
398314,3
202587,3
262896,3
263674,3
139422,3
133273,3
151870,3
208989,3
22992,3
329434,3
205475,3
38088,3
10392,3
209667,3
399462,3
134630,3
198493,3
149647,3
197219,3
329516,3
45703,3
56667,3
139444,3
211705,3
21753,3
329336,3
31077,3
22821,3
59696,3
46106,3
50248,3
135767,3
64475,3
53607,3
208836,3
149880,3
131734,3
8738,3
262825,3
17266,3
139282,3
207817,3
395415,3
136323,3
51012,3
199787,3
214326,3
136128,3
43717,3
270858,3
266386,3
19214,3
58677,3
210129,3
269290,3
18723,3
134153,3
33556,3
36509,3
12726,3
56722,3
40764,3
153174,3
10671,3
263332,3
400063,3
268119,3
273824,3
59120,3
204988,3
133825,3
264211,3
16299,3
35273,3
17724,3
42453,3
204620,3
12675,3
198111,3
271234,3
25076,3
47029,3
206538,3
399568,3
33151,3
140952,3
9619,3
19964,3
15939,3
149935,3
40170,3
213269,3
270767,3
393830,3
208392,3
24038,3
135715,3
9041,3
131909,3
20979,3
204881,3
329418,3
17812,3
13607,3
59673,3
30644,3
33973,3
32955,3
134996,3
13379,3
140906,3
216026,3
267046,3
394595,3
62566,3
7325,3
329021,3
9972,3
271171,3
266841,3
262325,3
401052,3
199546,3
267786,3
24268,3
208605,3
135335,3
198647,3
18090,3
196880,3
1045,3
22717,3
37556,3
199252,3
50140,3
54424,3
137243,3
328460,3
40620,3
204218,3
16388,3
12171,3
27396,3
41616,3
39019,3
210584,3
264679,3
42182,3
51367,3
53568,3
52528,3
328319,3
266628,3
150585,3
212115,3
150643,3
148976,3
208805,3
44710,3
266416,3
266860,3
262527,3
16351,3
60869,3
59415,3
214670,3
151578,3
266231,3
42615,3
200649,3
48869,3
328695,3
19608,3
271916,3
269506,3
138368,3
210123,3
7615,3
47866,3
214929,3
139986,3
210647,3
197499,3
42492,3
59865,3
22055,3
400426,3
212848,3
18889,3
142619,3
28988,3
328310,3
268367,3
329155,3
18087,3
55571,3
209125,3
272028,3
51268,3
398028,3
135334,3
137649,3
262560,3
400309,3
135460,3
54148,3
149025,3
393862,3
61583,3
13582,3
18858,3
397749,3
206323,3
18759,3
34069,3
328088,3
31928,3
43058,3
268251,3
204991,3
264427,3
22111,3
147283,3
132843,3
137329,3
264568,3
136645,3
30548,3
213072,3
271944,3
206358,3
149692,3
52496,3
59944,3
131959,3
59622,3
54364,3
201118,3
16910,3
131953,3
131124,3
18179,3
198270,3
9056,3
214263,3
265969,3
48184,3
150517,3
16932,3
140524,3
26598,3
147243,3
269412,3
18143,3
39961,3
214870,3
43984,3
32852,3
36589,3
198323,3
28931,3
262188,3
13617,3
198891,3
41223,3
56543,3
50600,3
210776,3
59538,3
206849,3
29674,3
265394,3
204440,3
212939,3
270468,3
48411,3
329012,3
262996,3
43719,3
22500,3
55628,3
197218,3
29891,3
135760,3
18334,3
203600,3
32291,3
21586,3
9502,3
46135,3
139244,3
149400,3
137641,3
201369,3
22266,3
35120,3
199057,3
208172,3
142125,3
17553,3
134232,3
328514,3
397944,3
50164,3
202283,3
198261,3
197849,3
17330,3
133890,3
62462,3
394425,3
210068,3
23593,3
38510,3
262269,3
264241,3
33401,3
142349,3
23002,3
56917,3
210560,3
52654,3
136632,3
132945,3
32119,3
51636,3
152202,3
133726,3
60994,3
31087,3
137599,3
265562,3
271478,3
202725,3
31619,3
45906,3
20149,3
137837,3
270638,3
14639,3
269482,3
267335,3
45939,3
151618,3
25072,3
269429,3
210744,3
42355,3
268939,3
140401,3
38100,3
31558,3
270267,3
271526,3
45827,3
9867,3
147138,3
272483,3
267676,3
20841,3
39443,3
52903,3
393790,3
28097,3
266905,3
57274,3
54848,3
6628,3
40691,3
56108,3
269411,3
400494,3
197564,3
395595,3
18751,3
137080,3
398378,3
142448,3
43175,3
149373,3
205616,3
59735,3
265590,3
214754,3
44888,3
55912,3
396024,3
149634,3
44699,3
197887,3
147143,3
203746,3
46733,3
262475,3
36463,3
44952,3
134790,3
14565,3
210914,3
52646,3
35022,3
262576,3
199844,3
207106,3
211221,3
215189,3
265510,3
203256,3
58153,3
212610,3
37629,3
396347,3
42922,3
397263,3
327886,3
268413,3
151465,3
394598,3
263535,3
203312,3
214710,3
20488,3
207160,3
34407,3
149100,3
39550,3
55715,3
269972,3
150045,3
62802,3
197167,3
141641,3
394634,3
10955,3
200543,3
10554,3
29744,3
19749,3
270003,3
141464,3
266358,3
265683,3
45575,3
132638,3
199449,3
57574,3
22138,3
44674,3
14736,3
51383,3
271355,3
36329,3
47186,3
52454,3
151117,3
33393,3
199896,3
205703,3
25816,3
48654,3
264202,3
31850,3
329383,3
198956,3
200675,3
209989,3
151151,3
139901,3
26423,3
46775,3
49315,3
10014,3
200485,3
62757,3
20031,3
131916,3
132696,3
199517,3
55856,3
51124,3
50317,3
37062,3
270600,3
200259,3
272430,3
49002,3
215262,3
202604,3
139236,3
211739,3
56716,3
39873,3
210413,3
24237,3
51885,3
25798,3
15147,3
61018,3
41004,3
393789,3
131257,3
60747,3
147233,3
137164,3
48649,3
41159,3
264643,3
39285,3
20777,3
41486,3
32800,3
206983,3
210036,3
398929,3
30920,3
25761,3
15301,3
32799,3
329012,3
267046,3
209140,3
134029,3
54089,3
42028,3
23436,3
34478,3
34933,3
22821,3
10058,3
214670,3
139455,3
12662,3
50334,3
60880,3
23311,3
49184,3
16507,3
7578,3
56823,3
51618,3
142347,3
61140,3
139429,3
27246,3
21748,3
273663,3
61291,3
15562,3
208172,3
393812,3
138257,3
399759,3
400151,3
45685,3
196961,3
268482,3
202275,3
262536,3
43285,3
62002,3
49212,3
208901,3
215442,3
400994,3
23004,3
61710,3
397754,3
48547,3
208927,3
271413,3
328454,3
28981,3
57703,3
207561,3
52937,3
40213,3
328331,3
264844,3
19967,3
44673,3
136684,3
398334,3
265653,3
394414,3
23046,3
134145,3
27475,3
265807,3
141360,3
34448,3
266775,3
399765,3
266917,3
58527,3
137354,3
57510,3
59652,3
147143,3
46733,3
25713,3
15804,3
137649,3
262475,3
42033,3
197887,3
265349,3
203746,3
210914,3
21603,3
133128,3
64418,3
28272,3
41869,3
136529,3
263149,3
22310,3
10392,3
202993,3
211739,3
131636,3
263020,3
36898,3
140398,3
206939,3
211896,3
138019,3
264983,3
132593,3
37279,3
54257,3
52646,3
51462,3
137291,3
12592,3
11488,3
201717,3
150259,3
200495,3
44699,3
14565,3
394855,3
207767,3
213097,3
396347,3
50409,3
41244,3
327886,3
136641,3
267594,3
272116,3
56543,3
152599,3
135469,3
139365,3
266628,3
37629,3
42922,3
397263,3
268413,3
153038,3
264302,3
36329,3
33393,3
214360,3
264812,3
141603,3
140016,3
15742,3
214710,3
151151,3
267699,3
209429,3
265969,3
55966,3
138771,3
272109,3
59538,3
46135,3
59989,3
273250,3
45827,3
266229,3
52589,3
207206,3
137309,3
39060,3
393747,3
138209,3
39047,3
328102,3
13742,3
328661,3
270976,3
203062,3
270495,3
269979,3
52827,3
150474,3
198509,3
210972,3
26838,3
20318,3
399827,3
327761,3
41726,3
211382,3
141637,3
18224,3
271941,3
266009,3
142618,3
264120,3
393830,3
135715,3
397120,3
268067,3
5744,3
137830,3
51166,3
46440,3
39455,3
265675,3
198240,3
267621,3
203843,3
394599,3
51374,3
141473,3
40478,3
207106,3
204988,3
149634,3
268168,3
264883,3
37479,3
203173,3
38088,3
35273,3
9863,3
17724,3
204620,3
60538,3
137243,3
149100,3
34605,3
133951,3
208772,3
206857,3
22138,3
262901,3
27809,3
38708,3
133952,3
211011,3
12440,3
200675,3
25761,3
3252,3
50317,3
47946,3
37062,3
263908,3
51802,3
52564,3
396327,3
51788,3
139750,3
264200,3
398447,3
18952,3
397681,3
147100,3
136616,3
149610,3
38100,3
263946,3
211874,3
269442,3
266103,3
202202,3
270858,3
49002,3
202604,3
46057,3
20670,3
198168,3
33304,3
28443,3
201226,3
46705,3
212163,3
214326,3
200649,3
54364,3
34202,3
269411,3
37073,3
198426,3
3603,3
263592,3
61018,3
52124,3
44710,3
56375,3
40847,3
131345,3
39248,3
34745,3
201130,3
42147,3
64471,3
51383,3
14736,3
20833,3
138924,3
398006,3
141641,3
62367,3
142317,3
52392,3
20979,3
201549,3
138231,3
33705,3
11694,3
210152,3
52624,3
198574,3
268785,3
264210,3
209613,3
61589,3
207535,3
215742,3
397140,3
30117,3
329388,3
22424,3
8203,3
139428,3
269520,3
212167,3
136015,3
271600,3
61603,3
201508,3
57660,3
55453,3
14639,3
206820,3
134986,3
18136,3
9973,3
138797,3
267147,3
52727,3
38578,3
44697,3
399285,3
37612,3
55173,3
38129,3
14687,3
203929,3
24264,3
13457,3
207201,3
273548,3
9213,3
25527,3
51513,3
141910,3
138470,3
264424,3
149989,3
50886,3
397351,3
54287,3
266247,3
14306,3
131397,3
133403,3
6336,3
141205,3
135974,3
399568,3
267246,3
47247,3
32552,3
43857,3
18667,3
55627,3
328388,3
26028,3
200874,3
7664,3
44246,3
266072,3
50662,3
25711,3
57737,3
267992,3
137351,3
328890,3
45485,3
134627,3
9683,3
28850,3
30569,3
63920,3
213613,3
134630,3
37524,3
56667,3
207155,3
57039,3
400185,3
18292,3
263250,3
141097,3
15099,3
328761,3
199238,3
328610,3
4729,3
208077,3
48966,3
134152,3
61618,3
141389,3
27027,3
213775,3
35996,3
52396,3
11765,3
9041,3
30382,3
35074,3
12675,3
20031,3
15939,3
213269,3
208392,3
264444,3
17957,3
266741,3
37590,3
208542,3
214402,3
56921,3
211503,3
56797,3
57006,3
329071,3
43,3
198647,3
210036,3
135777,3
21373,3
43605,3
133202,3
142631,3
200723,3
270266,3
9619,3
60468,3
202924,3
3241,3
17863,3
17496,3
48396,3
262527,3
142349,3
204003,3
138605,3
46111,3
30362,3
263974,3
204796,3
397608,3
197681,3
22127,3
139547,3
198670,3
35274,3
199664,3
45703,3
42711,3
134920,3
273824,3
19964,3
28476,3
135177,3
271513,3
56632,3
12216,3
45992,3
12171,3
41185,3
22717,3
46009,3
16707,3
198058,3
151578,3
274461,3
29891,3
62350,3
28985,3
140524,3
199740,3
35016,3
35318,3
328296,3
135846,3
47866,3
16388,3
214870,3
139244,3
49091,3
23584,3
61212,3
57440,3
30920,3
27797,3
147061,3
33296,3
22726,3
44996,3
395641,3
212610,3
201144,3
327769,3
141015,3
207472,3
197756,3
27855,3
212829,3
33151,3
18090,3
45575,3
137042,3
266868,3
32056,3
200656,3
53185,3
61911,3
267973,3
215189,3
272043,3
2128,3
26558,3
208883,3
267007,3
16811,3
269972,3
9634,3
53208,3
213379,3
264442,3
44355,3
29163,3
197167,3
202701,3
271548,3
15147,3
26452,3
42509,3
270776,3
9855,3
150935,3
41579,3
135235,3
137947,3
153600,3
49148,3
269002,3
31158,3
43763,3
10554,3
43934,3
266358,3
271342,3
50248,3
263634,3
132638,3
18148,3
16868,3
267048,3
14536,3
28561,3
208931,3
62017,3
6976,3
59604,3
140051,3
4128,3
25798,3
203749,3
262624,3
398570,3
135634,3
329497,3
328337,3
213768,3
263732,3
153128,3
21432,3
56167,3
197295,3
38909,3
52170,3
28332,3
271126,3
395386,3
399362,3
149202,3
138002,3
394728,3
51955,3
211032,3
208217,3
198956,3
43743,3
25222,3
28205,3
132696,3
20855,3
208760,3
269005,3
200796,3
36384,3
1311,3
23623,3
42138,3
135473,3
393790,3
32217,3
262487,3
400713,3
205433,3
30291,3
263907,3
29813,3
198270,3
137918,3
136633,3
22131,3
54148,3
10158,3
208605,3
20263,3
64475,3
48086,3
27712,3
265107,3
265242,3
34662,3
271430,3
328514,3
328461,3
269144,3
24237,3
205675,3
209993,3
37622,3
215597,3
46889,3
208608,3
15243,3
268401,3
136525,3
47204,3
42355,3
57599,3
209125,3
46056,3
142008,3
48649,3
62360,3
48275,3
271643,3
264912,3
328041,3
53012,3
209871,3
19453,3
16910,3
264779,3
3375,3
136368,3
62517,3
215415,3
20249,3
14433,3
9144,3
214061,3
139384,3
9982,3
265883,3
265905,3
34340,3
399740,3
27328,3
213568,3
54328,3
51778,3
51241,3
328499,3
41027,3
208836,3
49849,3
211746,3
28356,3
56649,3
16600,3
268465,3
201543,3
50172,3
38718,3
62104,3
198986,3
23552,3
37016,3
131662,3
60307,3
18303,3
272928,3
210456,3
135266,3
31758,3
272822,3
25937,3
212979,3
263537,3
202933,3
265614,3
400830,3
13931,3
41654,3
133483,3
206546,3
140023,3
201050,3
30911,3
268615,3
40691,3
151577,3
6208,3
50604,3
34648,3
271687,3
152748,3
273829,3
202967,3
267693,3
206034,3
58149,3
213481,3
264153,3
133231,3
10849,3
39174,3
329402,3
39682,3
55033,3
16052,3
31743,3
23263,3
395415,3
397082,3
28089,3
200176,3
132739,3
269916,3
264250,3
47694,3
25984,3
18743,3
270186,3
41035,3
24254,3
26867,3
263257,3
31619,3
12120,3
47567,3
267100,3
44188,3
59638,3
32291,3
14622,3
212348,3
134632,3
269934,3
59160,3
49510,3
43984,3
18143,3
27344,3
48044,3
138032,3
63065,3
147129,3
270767,3
57233,3
136482,3
201647,3
33010,3
59415,3
149595,3
27888,3
13607,3
268093,3
273063,3
268242,3
14486,3
272028,3
270316,3
263177,3
14450,3
263674,3
138167,3
7080,3
32086,3
400694,3
264459,3
205736,3
3312,3
2067,3
196984,3
13699,3
400908,3
201253,3
23767,3
269879,3
269482,3
198334,3
34579,3
58652,3
60520,3
400716,3
267055,3
54370,3
212863,3
55217,3
133844,3
205659,3
204101,3
394391,3
269084,3
36649,3
44276,3
62420,3
206671,3
17034,3
396872,3
206373,3
41115,3
24494,3
262685,3
10896,3
138039,3
51984,3
49442,3
262831,3
23359,3
133408,3
149412,3
51139,3
198876,3
262346,3
52343,3
199270,3
265725,3
134790,3
131732,3
10348,3
214754,3
142448,3
53947,3
141697,3
398378,3
265987,3
198573,3
141958,3
265225,3
61692,3
133865,3
213521,3
29774,3
46525,3
267676,3
28097,3
11852,3
267801,3
44726,3
271688,3
39848,3
265424,3
205816,3
149324,3
399242,3
61666,3
270175,3
196865,3
141583,3
266985,3
38536,3
19272,3
200485,3
56508,3
50752,3
137850,3
152527,3
60930,3
200647,3
267749,3
199787,3
59446,3
647,3
264643,3
265465,3
264934,3
44404,3
265261,3
63415,3
138585,3
