asn,vri_count
AS48070,11
AS48469,6
AS60848,6
AS48135,21
AS205063,1
AS48083,5
AS48197,28
AS59682,3
AS397044,4
AS209986,1
AS61371,3
AS204707,1
AS49804,1
AS48943,16
AS60368,5
AS205741,21
AS47645,8
AS64433,2
AS210281,4
AS34859,1
AS208310,2
AS12046,4
AS47346,4
AS197816,2
AS27561,1
AS61213,6
AS43028,3
AS47452,1
AS61087,2
AS197382,1
AS207822,3
AS215115,2
AS48685,11
AS61155,2
AS213063,5
AS8244,5
AS216332,1
AS209659,7
AS203321,5
AS196816,3
AS47258,3
AS58264,3
AS57039,1
AS49892,15
AS48645,3
AS35667,1
AS210418,2
AS57373,2
AS49051,1
AS35046,4
AS42387,8
AS207590,7
AS197909,7
AS211820,4
AS207706,1
AS213307,2
AS197161,6
AS206259,1
AS57100,1
AS204455,1
AS197837,1
AS197892,1
AS56843,6
AS212144,3
AS210711,2
AS39016,1
AS208346,4
AS209842,2
AS209839,5
AS48279,1
AS48458,2
AS200361,2
AS200422,2
AS213796,2
AS272096,1
AS48115,4
AS215261,4
AS215804,3
AS206099,1
AS215707,2
AS59723,6
AS60701,2
AS216194,2
AS200033,2
AS57463,2
AS202619,17
AS41865,6
AS211914,4
AS213146,1
AS199998,1
AS214356,1
AS28762,1
AS216234,2
AS39385,2
AS212949,1
AS206394,3
AS211448,8
AS50990,1
AS21317,4
AS214130,1
AS201601,14
AS60233,1
AS211099,3
AS209011,2
AS202744,1
AS199652,3
AS43212,18
AS56765,9
AS42440,1
AS211881,2
AS213995,1
AS206507,2
AS214923,3
AS202571,1
AS58104,1
AS48434,10
AS43965,7
AS60638,2
AS47558,1
AS198013,21
AS196921,24
AS35392,3
AS210515,1
AS211163,3
AS208088,2
AS206950,1
AS207444,2
AS206531,1
AS204395,1
AS211824,2
AS213055,1
AS212527,1
AS212383,1
AS212719,1
AS211236,1
AS12796,4
AS15913,5
AS204629,4
AS48191,2
AS1140,17
AS61205,7
AS202265,14
AS215564,2
AS204465,2
AS48319,1
AS48298,10
AS199657,5
AS200985,2
AS212757,1
AS24995,5
AS39319,3
AS202038,4
AS57187,2
AS47998,2
AS61333,30
AS48467,18
AS214697,1
AS62178,17
AS201966,10
AS211334,1
AS49122,2
AS49265,17
AS48661,3
AS29385,10
AS39049,4
AS209928,1
AS48971,39
AS207493,1
AS213123,1
AS207463,3
AS207421,2
AS213508,1
AS216068,7
AS207955,1
AS25433,3
AS15866,5
AS39067,3
AS42922,3
AS213500,1
AS49330,1
AS207826,1
AS49715,2
AS203985,5
AS198389,2
AS209817,2
AS202563,1
AS199238,1
AS206282,1
AS202472,1
AS200253,1
AS205447,1
AS199363,1
AS29436,7
AS200302,4
AS50870,2
AS56791,8
AS48278,2
AS33923,5
AS48394,1
AS48417,6
AS211975,3
AS48441,2
AS48450,4
AS214317,3
AS209133,2
AS49673,9
AS48483,2
AS44219,9
AS209115,1
AS199431,1
AS47670,1
AS45815,4
AS214556,7
AS214929,6
AS39826,12
AS42571,10
AS48149,3
AS61036,1
AS207772,1
AS205808,1
AS50431,1
AS206523,1
AS197236,1
AS202439,3
AS2864,3
AS8381,2
AS199528,1
AS3279,1
AS48277,1
AS48118,1
AS64423,1
AS47966,2
AS57764,1
AS210442,1
AS208941,1
AS197901,2
AS42146,2
AS58060,1
AS210390,1
AS44956,2
AS49442,2
AS43049,2
AS207320,1
AS212940,1
AS209458,1
AS56639,1
AS209398,1
AS215490,1
AS45001,1
AS48184,1
AS215572,1
AS58330,3
AS201147,1
AS48511,3
AS201593,2
AS204020,1
AS215469,1
AS51340,1
AS50765,2
AS215851,1
AS43047,2
AS211621,4
AS204752,1
AS60108,1
AS41967,1
AS58254,2
AS204674,1
AS212206,1
AS213494,2
AS60313,1
AS204532,1
AS204671,4
AS60286,4
AS212366,1
AS204929,2
AS209918,1
AS212006,1
AS47845,1
AS35645,31
AS50556,7
AS210894,1
AS60635,1
AS34867,10
AS48431,5
AS52008,3
AS21203,2
AS25436,3
AS205754,1
AS201389,1
AS20661,20
AS34876,53
AS38924,2
AS47237,5
AS215326,1
AS43323,16
AS196801,1
AS60192,15
AS41134,3
AS56782,1
AS25125,1
AS209439,5
AS15966,2
AS198455,2
AS34108,12
AS48825,3
AS207227,8
AS51844,2
AS215700,1
AS57326,1
AS202842,1
AS215612,1
AS214735,1
AS202269,33
AS41698,4
AS48797,3
AS48840,12
AS48812,2
AS401813,1
AS48823,4
AS34975,17
AS207999,2
AS201514,7
AS13246,8
AS198138,1
AS49046,2
AS48966,15
AS48967,2
AS216445,1
AS39839,4
AS216287,1
AS48972,5
AS49148,15
AS43053,2
AS197081,1
AS204645,4
AS48136,2
AS49001,4
AS39412,1
AS49026,1
AS49024,8
AS6894,4
AS49054,8
AS49058,4
AS34689,11
AS215706,2
AS199536,3
AS49083,2
AS209658,1
AS396246,1
AS208117,1
AS57207,1
AS2593,4
AS50738,1
AS47713,1
AS48937,15
AS49890,2
AS49409,7
AS9,6
AS58007,3
AS215094,1
AS201856,2
AS47543,15
AS204866,3
AS34766,17
AS49840,9
AS28709,12
AS47542,4
AS60476,4
AS49680,12
AS33058,1
AS216059,3
AS397006,3
AS211096,1
AS198398,5
AS197697,7
AS49112,5
AS197168,1
AS61975,1
AS51018,92
AS29276,2
AS208900,1
AS39688,1
AS212566,1
AS211613,1
AS213411,1
AS50952,6
AS21051,9
AS204487,5
AS215042,1
AS205905,1
AS35583,2
AS39762,4
AS39249,5
AS272825,1
AS206539,6
AS213319,3
AS198938,2
AS44118,1
AS60974,1
AS201133,4
AS44100,3
AS60441,1
AS214378,2
AS16299,2
AS211333,2
AS50694,2
AS51740,1
AS49293,26
AS16006,4
AS42151,7
AS48822,3
AS16015,3
AS44617,1
AS138217,4
AS206849,6
AS207429,1
AS48960,6
AS49025,14
AS49594,8
AS62216,2
AS49011,3
AS206208,2
AS62457,1
AS60844,1
AS8570,8
AS61264,1
AS49637,2
AS215897,1
AS50214,11
AS210993,2
AS205305,4
AS59917,2
AS42672,1
AS64453,1
AS48780,1
AS212860,2
AS209307,4
AS209788,9
AS211249,9
AS210594,3
AS42626,3
AS206887,1
AS265515,6
AS56834,3
AS35709,5
AS209684,4
AS209682,1
AS209681,2
AS62009,4
AS212830,13
AS213314,2
AS209654,4
AS59885,3
AS204105,2
AS51849,7
AS49761,6
AS50415,2
AS43594,11
AS197289,3
AS49066,1
AS207878,4
AS57174,2
AS51758,5
AS196681,1
AS49055,4
AS59488,1
AS59482,2
AS46900,1
AS62959,1
AS46623,2
AS40434,1
AS11686,3
AS23700,2
AS200005,42
AS395540,2
AS213932,1
AS63373,1
AS26117,1
AS11884,2
AS397827,1
AS393377,1
AS397426,1
AS46771,1
AS136393,25
AS54658,2
AS53347,1
AS19008,4
AS54225,6
AS22715,2
AS46502,1
AS22829,1
AS47086,1
AS397749,1
AS53928,3
AS20425,1
AS46632,11
AS7253,1
AS395391,2
AS11949,1
AS32889,1
AS47039,1
AS18427,3
AS46275,1
AS213843,4
AS396253,86
AS22006,7
AS396320,2
AS10843,3
AS11505,1
AS397513,5
AS32912,1
AS394791,2
AS13887,1
AS46639,1
AS53873,1
AS26265,1
AS23302,1
AS54006,1
AS53396,1
AS393443,1
AS62798,1
AS15037,1
AS396406,2
AS393389,1
AS399329,1
AS33633,1
AS400125,1
AS394810,1
AS18961,1
AS395066,1
AS36001,15
AS39990,1
AS36513,2
AS6391,2
AS395347,4
AS54735,2
AS46657,2
AS31844,1
AS395060,1
AS397352,1
AS63387,1
AS17297,3
AS54142,1
AS393652,1
AS38854,2
AS14945,1
AS16617,1
AS46607,1
AS16428,3
AS46778,1
AS1437,1
AS395063,1
AS10969,1
AS46810,1
AS10634,1
AS396383,1
AS32871,1
AS27394,1
AS20261,1
AS30334,1
AS33486,1
AS25918,1
AS64279,1
AS54974,1
AS400901,1
AS21740,1
AS55104,1
AS63386,3
AS25816,4
AS394688,7
AS210531,3
AS11425,1
AS53502,1
AS33134,2
AS12017,1
AS11674,1
AS37740,3
AS22437,2
AS212597,1
AS19555,2
AS26757,1
AS400285,1
AS394693,1
AS1819,7
AS22184,2
AS33347,1
AS394376,1
AS32969,2
AS395450,2
AS36214,2
AS394219,1
AS398935,1
AS393547,1
AS63484,1
AS65532,2
AS40905,1
AS11163,2
AS30604,1
AS40600,1
AS46249,1
AS53372,1
AS65198,1
AS53760,2
AS400086,1
AS400145,3
AS13467,3
AS20446,6
AS396179,1
AS399875,1
AS65012,5
AS1605,1
AS10899,1
AS47025,1
AS399198,1
AS12219,1
AS396530,2
AS397155,2
AS393895,2
AS35869,1
AS42567,7
AS15128,7
AS62643,3
AS48465,31
AS55670,3
AS23682,12
AS151664,4
AS151326,15
AS38592,17
AS55707,16
AS132045,8
AS59078,2
AS55688,12
AS131117,2
AS131118,2
AS38508,2
AS136108,2
AS138138,2
AS7511,19
AS23974,4
AS45079,1
AS24173,11
AS24176,5
AS401450,3
AS210278,16
AS63804,2
AS45680,5
AS38661,17
AS38738,3
AS139006,10
AS45839,114
AS49532,1
AS17492,18
AS135951,17
AS1659,55
AS131621,8
AS131644,9
AS138384,31
AS131960,6
AS55795,5
AS133538,3
AS131591,10
AS17878,2
AS55674,6
AS23637,5
AS136041,31
AS7473,412
AS56135,5
AS10207,19
AS45577,71
AS132064,2
AS132070,1
AS133934,13
AS23724,47
AS132856,6
AS137342,4
AS137379,2
AS56242,16
AS59281,7
AS327907,6
AS328170,6
AS328598,1
AS37723,2
AS328888,5
AS328257,3
AS328317,9
AS328271,20
AS328586,5
AS328576,6
AS328631,23
AS328568,6
AS327733,22
AS328562,3
AS328585,14
AS328242,3
AS328748,16
AS328548,3
AS328547,2
AS328611,17
AS327687,112
AS328583,4
AS328591,1
AS328538,2
AS328544,2
AS328528,5
AS328534,6
AS328537,6
AS328549,5
AS328521,1
AS328533,4
AS328535,7
AS328567,6
AS328164,3
AS328539,5
AS328590,5
AS328510,3
AS328512,3
AS327991,13
AS328497,2
AS37594,10
AS328551,1
AS328501,4
AS328453,3
AS328471,2
AS328503,1
AS328474,18
AS37721,10
AS328467,9
AS328628,1
AS328482,6
AS328473,2
AS328461,4
AS328441,11
AS328434,2
AS328490,15
AS37682,25
AS328480,22
AS327752,1
AS328427,2
AS328578,5
AS328492,1
AS328443,3
AS328253,4
AS328423,2
AS329129,5
AS60171,40
AS328517,3
AS328475,8
AS328457,1
AS328320,4
AS37563,10
AS328210,4
AS328222,1
AS37150,4
AS329184,1
AS328386,6
AS328068,39
AS37645,44
AS328391,2
AS328381,10
AS37474,6
AS37420,4
AS328350,2
AS327996,24
AS37680,33
AS328346,2
AS328337,9
AS37356,19
AS328384,10
AS328334,14
AS329153,5
AS328437,10
AS328358,6
AS51554,4
AS213441,2
AS212666,4
AS328331,28
AS328344,11
AS328266,5
AS328327,32
AS328351,2
AS328638,8
AS328216,2
AS327861,2
AS328297,2
AS328341,2
AS328285,2
AS328315,2
AS328286,8
AS37394,2
AS37649,4
AS328310,7
AS270353,6
AS328617,1
AS328278,2
AS328275,1
AS328316,6
AS327984,3
AS328262,4
AS328269,1
AS327900,4
AS37527,1
AS140867,8
AS200113,3
AS37577,347
AS327966,6
AS329643,2
AS328178,9
AS329636,2
AS329633,2
AS329635,2
AS329622,1
AS329621,2
AS329631,6
AS329626,1
AS329027,4
AS328137,4
AS329608,2
AS329614,2
AS329609,1
AS329597,2
AS214354,21
AS329583,2
AS329578,2
AS329570,1
AS329564,3
AS329562,7
AS329558,1
AS329552,4
AS329546,2
AS329539,8
AS329533,2
AS329535,2
AS329532,6
AS213481,3
AS329530,1
AS329525,5
AS329528,3
AS15399,30
AS329403,4
AS328974,5
AS329472,3
AS329067,3
AS328987,13
AS328723,4
AS329429,4
AS328939,8
AS329478,14
AS207113,8
AS328977,14
AS328780,10
AS329174,4
AS329039,7
AS327992,6
AS328029,4
AS329518,2
AS329521,2
AS329206,4
AS329303,3
AS329515,3
AS329097,8
AS329510,3
AS329506,2
AS329496,1
AS329497,2
AS328676,7
AS328943,4
AS329485,2
AS329489,2
AS329481,1
AS329473,1
AS329474,2
AS329483,2
AS329467,1
AS329469,1
AS329468,1
AS328988,16
AS329462,1
AS329457,2
AS329455,5
AS328272,3
AS329471,2
AS329451,2
AS329255,2
AS328964,3
AS329443,2
AS328364,2
AS328965,2
AS329437,2
AS328745,25
AS328856,3
AS329421,5
AS328019,2
AS328200,4
AS329414,1
AS329411,2
AS329371,2
AS329418,1
AS329409,2
AS329408,2
AS328245,3
AS329401,2
AS329399,2
AS328732,4
AS329419,2
AS329386,6
AS329249,4
AS329395,2
AS329392,1
AS329391,2
AS329390,2
AS329014,6
AS329504,3
AS329389,5
AS329360,2
AS329393,4
AS327814,4
AS329380,1
AS37697,8
AS328055,3
AS329379,2
AS329378,1
AS329376,1
AS329373,3
AS329370,2
AS329350,7
AS37738,26
AS328858,3
AS329347,2
AS329336,1
AS329333,1
AS329331,2
AS328735,4
AS329328,2
AS329325,2
AS329322,1
AS329314,2
AS329327,1
AS329310,5
AS329305,7
AS328917,3
AS329297,7
AS329294,3
AS329166,3
AS37129,13
AS329289,2
AS329286,1
AS329284,2
AS37323,2
AS329266,2
AS212001,9
AS329265,1
AS329254,1
AS328934,3
AS329247,2
AS329248,2
AS329243,2
AS329276,2
AS329237,1
AS329227,2
AS329279,1
AS329222,1
AS328785,2
AS37734,1
AS329290,1
AS328963,3
AS328957,1
AS329214,2
AS329270,1
AS329211,9
AS329278,5
AS36086,4
AS327872,7
AS329202,2
AS329182,4
AS329183,2
AS328961,4
AS329196,1
AS329197,2
AS37114,6
AS329260,2
AS329261,1
AS329263,4
AS329253,2
AS329210,1
AS26130,3
AS329208,1
AS329157,7
AS37722,3
AS328169,7
AS329130,1
AS328704,3
AS329144,2
AS329110,2
AS329104,2
AS328803,3
AS329029,2
AS329082,1
AS328661,5
AS329101,2
AS329103,4
AS329069,2
AS329095,2
AS329063,6
AS329084,4
AS329083,2
AS209179,5
AS37731,3
AS329058,1
AS329062,3
AS329057,7
AS329050,1
AS329035,2
AS329053,2
AS329033,2
AS329028,2
AS329075,1
AS329021,3
AS30983,4
AS327983,5
AS329160,1
AS328111,3
AS329032,2
AS329011,1
AS329099,1
AS328979,2
AS328993,2
AS329181,5
AS328633,3
AS328808,6
AS24757,6
AS328948,4
AS329012,1
AS328016,2
AS328975,1
AS5536,4
AS327767,5
AS328980,5
AS328925,6
AS328949,2
AS328733,15
AS328826,3
AS328918,1
AS328915,6
AS328978,1
AS328935,2
AS328920,2
AS328996,1
AS36993,1
AS328941,1
AS328898,2
AS328870,2
AS327960,3
AS37025,4
AS328861,5
AS328848,2
AS328250,3
AS328843,6
AS329318,1
AS328839,2
AS328825,2
AS328820,2
AS328819,4
AS327921,10
AS328829,5
AS328160,3
AS328813,5
AS328842,1
AS328857,4
AS328795,6
AS328763,5
AS328778,4
AS328797,6
AS328792,5
AS328791,1
AS328779,4
AS328777,1
AS328761,2
AS328744,2
AS328758,1
AS328730,1
AS328750,1
AS328743,1
AS328722,4
AS328760,2
AS328713,5
AS328753,1
AS328737,2
AS328767,2
AS328728,2
AS327817,3
AS328721,10
AS37724,2
AS328706,2
AS328699,3
AS328720,2
AS328696,1
AS328716,2
AS328734,2
AS328710,1
AS328711,2
AS328769,1
AS328677,2
AS328464,2
AS328670,2
AS328666,1
AS327795,5
AS37381,3
AS328652,2
AS328656,1
AS201811,2
AS215354,1
AS328061,3
AS328624,2
AS328641,2
AS327822,4
AS327829,2
AS328622,6
AS327896,2
AS328644,2
AS131074,257
AS4608,38
AS56172,6
AS55567,4
AS131188,9
AS131267,7
AS142352,4
AS24233,12
AS150318,2
AS4621,123
AS5087,6
AS58507,32
AS149129,2
AS55508,9
AS55385,9
AS24257,8
AS23816,10
AS24259,14
AS4774,5
AS24572,6
AS150172,8
AS45891,38
AS17958,7
AS132805,3
AS45441,5
AS38639,11
AS38896,5
AS146762,21
AS37968,3
AS146788,7
AS58634,4
AS131210,8
AS137455,10
AS10030,199
AS56235,2
AS56238,1
AS135477,14
AS45289,7
AS45325,23
AS56236,2
AS56262,11
AS7595,2
AS38149,9
AS139994,76
AS151528,1
AS58487,35
AS134860,5
AS151110,1
AS56265,4
AS18059,86
AS38760,4
AS150216,1
AS150204,5
AS141934,4
AS138823,3
AS140607,19
AS131316,8
AS131342,1
AS131455,6
AS149931,1
AS23655,252
AS131467,5
AS131473,1
AS149684,1
AS132021,22
AS135366,14
AS137818,10
AS151465,10
AS151627,13
AS132032,5
AS58631,5
AS131345,1
AS58381,14
AS45499,44
AS56290,3
AS132027,2
AS132028,2
AS56081,3
AS58979,6
AS9482,2
AS150059,1
AS141226,5
AS140091,6
AS131160,2
AS149938,1
AS58456,1
AS38207,3
AS131347,1
AS38253,6
AS135516,8
AS150316,4
AS137538,2
AS132042,1
AS58433,1
AS24441,16
AS23864,2
AS136968,2
AS134148,2
AS32242,13
AS55361,16
AS7604,72
AS132145,9
AS23831,8
AS58533,1
AS134041,8
AS134966,2
AS45657,6
AS132164,4
AS140586,7
AS138311,34
AS151675,2
AS153800,6
AS150768,1
AS132166,2
AS150180,7
AS132170,7
AS149935,2
AS132193,2
AS134700,16
AS58503,7
AS10214,44
AS133895,1
AS139580,5
AS131112,1
AS152992,3
AS131310,15
AS140815,58
AS150330,1
AS151786,8
AS149135,2
AS132208,1
AS38199,7
AS7490,1
AS45954,13
AS131694,6
AS4768,97
AS151593,2
AS151599,3
AS17471,6
AS135587,2
AS141448,2
AS17477,31
AS56183,1
AS24192,8
AS136080,1
AS131357,4
AS140389,17
AS135406,6
AS137869,2
AS132228,3
AS132229,2
AS59135,3
AS10075,37
AS132232,2
AS151622,3
AS58580,17
AS132236,1
AS131317,6
AS45707,3
AS58582,3
AS132240,5
AS58551,2
AS45950,7
AS17450,4
AS135225,3
AS149852,2
AS55884,2
AS9876,10
AS58602,1
AS150150,4
AS131715,2
AS58589,4
AS58876,1
AS132257,2
AS58590,6
AS131358,4
AS134787,1
AS58617,2
AS151296,5
AS136463,7
AS132468,10
AS45152,24
AS131365,4
AS58598,6
AS45204,17
AS24382,4
AS58599,2
AS58601,9
AS55789,8
AS9832,36
AS132267,8
AS131713,4
AS38344,1
AS63730,3
AS4686,10
AS58616,3
AS63967,6
AS131363,1
AS131362,1
AS132309,8
AS131144,1
AS38830,4
AS56285,1
AS56092,4
AS131294,1
AS45727,51
AS134688,8
AS17473,11
AS56148,1
AS56246,36
AS17671,49
AS46057,3
AS56253,2
AS136102,2
AS37908,7
AS56255,4
AS138004,11
AS150319,2
AS45785,28
AS45559,2
AS45599,2
AS132003,3
AS55891,13
AS55889,1
AS58419,4
AS56259,3
AS58430,2
AS132842,1
AS64045,1
AS45337,1
AS58390,1
AS9976,11
AS138241,192
AS45561,5
AS24334,43
AS19993,2
AS56260,4
AS58453,43
AS38477,21
AS58392,3
AS58445,3
AS9234,10
AS9290,5
AS38456,39
AS10780,1
AS131348,1
AS38505,12
AS141467,2
AS132080,10
AS30133,87
AS45910,39
AS151082,2
AS62184,2
AS132277,3
AS137366,6
AS137367,2
AS152691,2
AS134204,38
AS58629,4
AS150324,1
AS142295,4
AS142510,2
AS142420,3
AS131728,2
AS134791,1
AS132330,1
AS9230,25
AS58657,4
AS58655,9
AS58656,30
AS141918,1
AS134711,3
AS38611,15
AS150327,2
AS153385,5
AS58665,1
AS56002,6
AS58668,9
AS138212,4
AS7718,2
AS134941,1
AS132339,1
AS150357,1
AS132344,3
AS131721,1
AS58624,2
AS134034,23
AS146902,12
AS150097,1
AS131284,34
AS136792,16
AS140133,11
AS132111,7
AS23918,16
AS56171,1
AS4769,3
AS55405,4
AS134804,3
AS140457,4
AS138886,10
AS150215,2
AS150329,3
AS58645,2
AS132342,1
AS132343,2
AS140549,2
AS134802,5
AS39356,2
AS136141,16
AS150331,4
AS152366,1
AS138608,14
AS150232,2
AS141855,2
AS213549,3
AS152698,7
AS58625,7
AS150056,13
AS134876,4
AS132341,2
AS134632,2
AS150429,2
AS150026,1
AS150718,8
AS150029,2
AS150334,4
AS38042,4
AS132382,4
AS132353,1
AS132161,7
AS149136,2
AS149945,1
AS4859,4
AS58499,4
AS55353,33
AS132370,2
AS9311,48
AS45232,9
AS18094,5
AS147045,1
AS132376,5
AS58690,1
AS56304,15
AS153473,3
AS154024,7
AS132379,2
AS58700,2
AS150336,3
AS149137,6
AS58695,1
AS150157,2
AS152699,12
AS58697,3
AS131735,6
AS131737,1
AS131375,2
AS152703,2
AS151719,18
AS134812,5
AS132599,1
AS131785,3
AS131770,1
AS150224,3
AS131769,17
AS132768,39
AS132602,7
AS139931,3
AS23934,6
AS131775,18
AS150138,1
AS149138,2
AS18179,4
AS150340,2
AS150348,4
AS150342,2
AS150345,2
AS150593,10
AS151083,1
AS141011,2
AS135426,6
AS150228,4
AS58813,6
AS56055,6
AS55424,31
AS58814,1
AS131781,3
AS56301,9
AS133997,2
AS132616,1
AS150351,2
AS131784,2
AS150352,2
AS152176,4
AS150226,3
AS58826,27
AS38165,27
AS131786,1
AS23607,9
AS55714,23
AS135895,5
AS131421,1
AS150973,1
AS132688,6
AS131392,12
AS23778,11
AS150275,1
AS147309,4
AS24289,5
AS132694,6
AS142339,9
AS45287,10
AS55693,2
AS58817,1
AS58915,2
AS133076,8
AS135055,4
AS150230,1
AS149974,1
AS132703,1
AS134371,51
AS150375,2
AS150374,2
AS150231,1
AS56028,17
AS149142,1
AS132826,11
AS64065,2
AS150371,15
AS132637,7
AS132639,6
AS132722,4
AS55407,5
AS150063,2
AS140711,3
AS132566,6
AS38625,13
AS150234,3
AS150239,1
AS132642,6
AS132668,4
AS132726,1
AS149963,1
AS132394,4
AS132395,10
AS38843,42
AS150218,2
AS17828,7
AS150237,3
AS150187,2
AS153038,22
AS14413,21
AS140817,2
AS149707,8
AS134603,1
AS136566,3
AS136565,5
AS10022,31
AS58704,2
AS45552,2
AS58726,1
AS58688,4
AS58553,4
AS55685,60
AS58556,1
AS9667,4
AS149968,1
AS136176,5
AS150092,4
AS132429,4
AS150740,3
AS137526,15
AS136000,32
AS150069,2
AS132448,3
AS54187,2
AS132435,12
AS58750,3
AS132445,9
AS150982,4
AS9830,39
AS132441,1
AS136290,5
AS150070,2
AS131738,3
AS45295,6
AS140807,7
AS132423,6
AS140708,1
AS132454,2
AS132453,83
AS132018,1
AS149967,1
AS131746,3
AS9905,16
AS149829,6
AS132643,2
AS131743,11
AS132892,65
AS142543,3
AS150243,1
AS45447,3
AS131330,8
AS56005,1
AS139664,15
AS134640,2
AS150261,3
AS38900,3
AS134967,6
AS132040,10
AS132075,7
AS149969,1
AS58457,2
AS63914,4
AS10219,49
AS202603,1
AS150881,2
AS150882,2
AS151772,4
AS151678,1
AS150111,3
AS150245,4
AS58400,1
AS58385,4
AS45796,10
AS133200,43
AS58401,2
AS58463,4
AS58464,1
AS131705,11
AS134968,49
AS58465,1
AS58462,1
AS55684,1
AS58475,6
AS134928,19
AS58545,1
AS140045,7
AS150377,3
AS135019,3
AS150379,2
AS140077,37
AS150381,3
AS132730,43
AS7538,4
AS46052,6
AS58914,2
AS150384,4
AS150382,89
AS46061,11
AS135650,4
AS150385,25
AS56089,9
AS55651,7
AS141303,7
AS38220,5
AS152676,2
AS131332,2
AS133680,10
AS9303,42
AS132745,3
AS132739,2
AS9622,16
AS132530,3
AS58909,7
AS132649,6
AS141676,35
AS149448,3
AS149299,3
AS55695,16
AS216415,3
AS152704,2
AS137966,6
AS148996,14
AS132859,2
AS139597,3
AS64072,15
AS153771,3
AS150675,4
AS38713,37
AS59067,10
AS134856,2
AS132760,1
AS132652,3
AS132819,7
AS132816,6
AS132653,2
AS146954,2
AS10029,163
AS132797,2
AS132749,2
AS56282,13
AS18159,10
AS150369,5
AS151781,4
AS151573,1
AS151783,4
AS15380,5
AS132862,1
AS132246,2
AS133064,3
AS133611,1
AS132662,1
AS17804,6
AS132774,8
AS141664,4
AS132663,2
AS58946,3
AS58947,4
AS58821,17
AS142319,4
AS56286,49
AS150269,1
AS142602,1
AS134039,3
AS150387,1
AS132884,230
AS131383,1
AS150680,2
AS136374,10
AS58854,1
AS132780,2
AS132983,1
AS132670,2
AS134047,1
AS132890,16
AS132911,2
AS23818,8
AS131454,1
AS150262,3
AS136821,3
AS152653,2
AS132898,3
AS132372,29
AS132098,5
AS139285,26
AS150254,1
AS132102,1
AS56256,2
AS137341,1
AS24295,7
AS150452,9
AS58473,4
AS133800,61
AS153462,1
AS45723,7
AS58504,31
AS56258,6
AS63961,12
AS132107,1
AS131351,1
AS131314,9
AS17907,2
AS131352,1
AS140704,3
AS150389,9
AS150250,1
AS38378,3
AS2,3
AS58976,3
AS56284,2
AS150394,2
AS152099,1
AS150039,3
AS133525,3
AS45931,4
AS9651,6
AS139237,3
AS131442,9
AS131995,2
AS131999,3
AS56261,1
AS58378,8
AS147303,5
AS150390,2
AS150393,3
AS58371,1
AS58406,1
AS38883,32
AS58377,1
AS150395,2
AS24347,2
AS58437,2
AS131778,3
AS45326,188
AS7700,10
AS131371,1
AS18424,25
AS24168,15
AS150399,1
AS150397,2
AS134330,6
AS56067,7
AS46050,4
AS58648,3
AS58739,2
AS58737,1
AS131760,1
AS45302,5
AS150257,4
AS150188,1
AS38148,7
AS150408,1
AS134562,15
AS131475,2
AS132494,2
AS147221,4
AS138841,10
AS63801,9
AS58744,11
AS139440,2
AS9423,2
AS150263,3
AS131379,1
AS131749,23
AS132497,17
AS38496,82
AS137959,6
AS45718,6
AS131754,1
AS137259,2
AS212237,16
AS139952,25
AS139427,8
AS134503,2
AS34440,2
AS131268,5
AS23991,23
AS136799,2
AS150058,2
AS134521,12
AS63399,23
AS63884,1
AS134869,4
AS140465,2
AS134529,1
AS133683,7
AS64018,5
AS132298,202
AS150406,4
AS125,16
AS149975,1
AS62597,42
AS136468,8
AS7575,76
AS133623,10
AS138965,29
AS133361,2
AS133627,2
AS150207,1
AS133273,1
AS151608,4
AS134327,1
AS45935,12
AS132831,8
AS152706,1
AS141058,3
AS132968,3
AS150411,2
AS136759,11
AS9664,7
AS132905,5
AS149147,24
AS150419,4
AS63796,1
AS135133,7
AS153258,3
AS150442,4
AS150417,1
AS150418,1
AS131226,1
AS152707,1
AS134165,1
AS134167,2
AS150285,19
AS133633,3
AS134290,7
AS135761,9
AS147195,3
AS150104,7
AS138346,38
AS45630,7
AS133006,2
AS38524,33
AS151567,1
AS152009,1
AS151559,1
AS151569,4
AS133326,5
AS288819,1
AS293617,1
AS140171,50
AS55741,4
AS150359,3
AS151769,2
AS64076,3
AS151751,1
AS149148,2
AS149149,2
AS149150,2
AS149151,2
AS150424,4
AS150423,4
AS150105,1
AS57567,7
AS63503,1
AS133730,4
AS150270,3
AS150274,3
AS150488,2
AS150272,2
AS134858,17
AS152709,4
AS133694,2
AS59267,4
AS150067,1
AS150431,4
AS135792,6
AS139904,4
AS4816,36
AS59256,6
AS45193,5
AS150450,20
AS152475,16
AS152708,2
AS133638,2
AS45250,13
AS63826,1
AS63504,1
AS63506,2
AS133120,11
AS63508,4
AS23808,4
AS150434,17
AS133858,4
AS55996,2
AS152461,2
AS133699,1
AS63834,3
AS139785,1
AS134760,6
AS135345,34
AS151784,2
AS10225,50
AS151768,3
AS151767,2
AS136093,8
AS59173,7
AS141681,57
AS150435,2
AS63843,1
AS131243,4
AS150287,2
AS133644,1
AS63512,1
AS133717,4
AS63844,4
AS133802,3
AS136841,15
AS147181,18
AS134018,1
AS152715,2
AS150441,4
AS150446,3
AS147185,5
AS139195,18
AS133778,8
AS134415,1
AS134416,1
AS63848,1
AS134414,1
AS132038,1
AS24519,3
AS150103,2
AS63851,7
AS147252,2
AS150614,1
AS133659,3
AS133788,4
AS63852,5
AS150573,2
