asn,vri_count
AS208046,11
AS200738,38
AS34080,5
AS202425,43
AS44076,12
AS204068,4
AS39371,4
AS31244,7
AS215130,3
AS51531,11
AS147186,6
AS151966,3
AS212123,10
AS207960,6
AS200222,3
AS212362,3
AS209810,7
AS48518,5
AS208493,1
AS208012,4
AS210681,1
AS206485,5
AS214798,10
AS203172,8
AS57137,7
AS60501,26
AS49191,6
AS215559,1
AS202361,2
AS214424,1
AS205185,16
AS43090,2
AS9318,16
AS58280,4
AS135134,12
AS24482,50
AS58867,3
AS212891,2
AS47952,63
AS56958,8
AS49619,2
AS202270,3
AS202548,4
AS208976,3
AS213868,1
AS215933,2
AS216459,3
AS61390,13
AS42201,18
AS208532,5
AS56876,24
AS208920,4
AS202999,7
AS214200,1
AS274032,1
AS197730,48
AS12731,12
AS197854,2
AS34903,3
AS204145,13
AS34661,24
AS207187,9
AS212521,1
AS211804,5
AS200254,1
AS208403,4
AS47204,7
AS205491,2
AS35487,13
AS57578,8
AS197759,2
AS60458,48
AS41529,12
AS39389,2
AS214162,1
AS208526,3
AS43927,39
AS57529,3
AS214833,1
AS206123,18
AS136778,4
AS58057,52
AS50019,8
AS43648,5
AS208516,1
AS51154,2
AS207143,39
AS6260,2
AS51198,8
AS133295,3
AS60952,4
AS62033,3
AS209290,3
AS209164,2
AS12293,2
AS206775,3
AS60757,15
AS39862,8
AS207992,24
AS44803,14
AS206505,5
AS213020,6
AS213167,1
AS208451,1
AS213555,1
AS208495,5
AS207717,1
AS215982,1
AS61367,6
AS3970,2
AS61272,35
AS49729,11
AS59731,1
AS51569,34
AS212256,1
AS56913,12
AS208499,2
AS51519,6
AS208392,10
AS199961,4
AS203320,1
AS213676,1
AS198763,2
AS207919,1
AS273267,1
AS273916,2
AS28435,10
AS398127,2
AS50302,3
AS35489,13
AS214903,3
AS214869,1
AS213827,1
AS216400,1
AS216086,1
AS210429,8
AS41270,1
AS60022,35
AS33916,2
AS42638,6
AS210846,1
AS213281,7
AS59829,6
AS48891,2
AS199939,10
AS51220,2
AS214560,2
AS35041,3
AS28854,6
AS203714,8
AS210876,22
AS207046,16
AS213064,3
AS213222,11
AS140723,2
AS205199,26
AS208948,8
AS149457,10
AS50939,9
AS43861,4
AS31169,22
AS204252,2
AS47373,1
AS23865,4
AS206176,1
AS209528,4
AS211978,3
AS12555,6
AS210489,18
AS8495,15
AS208463,1
AS49661,2
AS58172,59
AS58033,3
AS61074,2
AS133219,4
AS208751,5
AS59767,6
AS400175,11
AS210135,4
AS57304,8
AS208457,2
AS198584,20
AS51396,39
AS205899,12
AS207350,6
AS206375,35
AS208390,4
AS202120,4
AS208111,4
AS197968,6
AS52044,1
AS35771,1
AS136050,5
AS139880,27
AS153656,16
AS59692,9
AS214225,2
AS214993,2
AS212980,5
AS216383,13
AS216138,19
AS212816,3
AS57743,5
AS211659,3
AS60721,50
AS211500,3
AS34691,4
AS61241,3
AS51876,1
AS215680,3
AS201850,4
AS208439,1
AS208443,2
AS34919,5
AS34642,1
AS214570,4
AS51447,10
AS200235,1
AS269070,19
AS205072,16
AS42228,6
AS52053,9
AS61967,4
AS214209,11
AS61435,1
AS210899,2
AS215302,1
AS205638,18
AS207136,2
AS213006,7
AS200908,20
AS208429,2
AS60350,11
AS210851,2
AS202966,2
AS206658,2
AS44377,7
AS208411,6
AS208408,8
AS208419,2
AS60144,30
AS20810,13
AS35261,3
AS35251,13
AS208413,1
AS208414,11
AS208416,1
AS49569,4
AS397453,11
AS149485,12
AS8896,23
AS47430,5
AS60542,10
AS216361,8
AS60631,69
AS34959,4
AS401951,10
AS204157,3
AS44684,18
AS197296,5
AS44061,12
AS209902,8
AS399979,1
AS215075,1
AS31605,4
AS208395,2
AS47247,2
AS210512,6
AS64286,56
AS202297,7
AS202984,32
AS29650,11
AS201454,7
AS57391,15
AS59703,21
AS39501,103
AS207492,2
AS199947,3
AS48813,7
AS205530,6
AS198895,6
AS47720,2
AS49612,2
AS205341,2
AS208854,7
AS215185,2
AS202329,5
AS49999,7
AS268581,4
AS49151,2
AS396426,5
AS7106,20
AS206286,9
AS208296,2
AS59741,7
AS207925,4
AS208094,2
AS209493,2
AS207190,18
AS206728,19
AS3399,31
AS207695,7
AS30937,3
AS17098,5
AS206832,1
AS206776,3
AS209696,1
AS199123,3
AS137557,20
AS138160,88
AS41653,9
AS8823,15
AS199904,2
AS208258,33
AS197445,4
AS198150,4
AS208376,2
AS25211,81
AS58612,1
AS200313,11
AS203759,7
AS207348,5
AS211127,1
AS210858,3
AS203847,15
AS48873,1
AS272330,3
AS273285,1
AS273295,1
AS35278,7
AS214787,1
AS208372,2
AS206366,3
AS43004,5
AS43824,65
AS34605,19
AS207123,1
AS207889,1
AS208367,2
AS43077,1
AS216246,38
AS207577,2
AS39287,16
AS9465,1
AS205051,6
AS214339,5
AS208124,6
AS214295,2
AS216151,10
AS59504,86
AS204916,229
AS31529,21
AS208366,56
AS25164,5
AS267890,3
AS215817,3
AS140543,11
AS208315,2
AS58313,2
AS50069,6
AS397735,18
AS45681,5
AS215239,4
AS215303,4
AS204053,6
AS208341,1
AS210162,3
AS212122,1
AS202651,7
AS203735,11
AS206706,4
AS208324,20
AS35171,14
AS61013,4
AS42329,4
AS201193,18
AS213217,1
AS50565,3
AS207279,6
AS207459,45
AS208320,5
AS21339,5
AS47196,40
AS22168,30
AS50474,11
AS212603,3
AS208337,3
AS210950,1
AS208339,4
AS205293,1
AS206783,4
AS201155,5
AS216014,3
AS51579,7
AS208338,2
AS208283,2
AS786,48
AS1213,17
AS211703,2
AS208343,1
AS208992,2
AS210447,2
AS203201,14
AS204997,59
AS197641,2
AS197293,4
AS9028,4
AS210106,3
AS214940,6
AS206030,2
AS199933,3
AS8151,151
AS211717,6
AS203936,26
AS43297,6
AS35131,3
AS200617,2
AS208058,18
AS208234,4
AS208327,3
AS205235,3
AS50588,4
AS30889,11
AS26210,19
AS214988,1
AS42881,13
AS200918,10
AS397525,2
AS13101,39
AS214579,4
AS274044,1
AS39801,3
AS49854,1
AS50374,4
AS200567,23
AS35122,2
AS208313,1
AS51409,18
AS18631,1
AS216183,25
AS57965,2
AS216048,6
AS41405,5
AS198211,6
AS44648,1
AS50064,19
AS201691,11
AS48133,3
AS201211,8
AS41290,2
AS61309,1
AS205531,2
AS51889,10
AS212091,1
AS48603,2
AS213410,3
AS203071,2
AS16633,12
AS62000,29
AS208288,14
AS201500,17
AS50575,2
AS267121,18
AS48305,12
AS42692,22
AS52106,9
AS204561,7
AS207273,1
AS205023,9
AS215024,4
AS212066,2
AS212957,1
AS214470,2
AS214678,1
AS204667,3
AS199496,15
AS209879,1
AS56755,8
AS211154,1
AS32167,20
AS50903,5
AS205668,14
AS51044,4
AS213336,5
AS198090,28
AS202913,23
AS43969,2
AS208290,6
AS209784,2
AS215687,5
AS203089,6
AS15945,7
AS21473,18
AS30766,12
AS60813,8
AS48350,9
AS214204,1
AS203392,2
AS49321,6
AS209014,12
AS401922,3
AS151630,18
AS43414,3
AS52199,2
AS212117,1
AS197649,4
AS20141,4
AS57138,4
AS46616,29
AS1942,7
AS56339,25
AS208275,1
AS208486,2
AS200793,6
AS398343,13
AS207957,56
AS214280,4
AS214255,7
AS57653,18
AS6789,24
AS15466,28
AS204860,9
AS45009,9
AS61421,2
AS207238,2
AS209961,5
AS212137,2
AS210412,3
AS399790,3
AS215402,4
AS33843,7
AS203546,1
AS269838,8
AS208246,3
AS60893,21
AS34582,2
AS60957,1
AS208250,8
AS203819,2
AS208262,2
AS5631,44
AS208236,3
AS206127,1
AS399130,17
AS329272,8
AS62412,18
AS209326,10
AS208252,1
AS49604,18
AS48433,3
AS212457,2
AS215560,2
AS51878,1
AS202903,5
AS215147,9
AS199306,4
AS214093,3
AS8342,33
AS202759,16
AS208247,4
AS209101,4
AS59745,12
AS215518,2
AS208969,4
AS215476,1
AS215432,1
AS207265,2
AS212093,5
AS208169,2
AS207944,9
AS201188,24
AS59808,2
AS201675,7
AS201186,1
AS47277,2
AS51827,1
AS209853,12
AS201739,15
AS209243,11
AS212826,2
AS61254,4
AS215220,1
AS39728,12
AS198310,1
AS44125,2
AS213985,1
AS198919,2
AS204402,3
AS59456,6
AS212500,3
AS48362,9
AS912,30
AS11342,3
AS212832,4
AS50046,1
AS211615,5
AS45040,6
AS207117,1
AS206841,14
AS211878,2
AS42053,1
AS34820,11
AS24603,6
AS39699,9
AS208230,4
AS197068,8
AS60029,2
AS48646,9
AS213986,1
AS205500,4
AS49703,5
AS939,1
AS262199,11
AS208183,7
AS208024,5
AS215567,7
AS44683,2
AS207942,1
AS34934,3
AS208221,5
AS216463,8
AS202629,16
AS205495,4
AS49273,75
AS210792,3
AS24586,14
AS203318,5
AS51295,13
AS202182,2
AS39405,24
AS199919,5
AS49788,35
AS201709,5
AS59588,65
AS208201,2
AS43289,15
AS25467,49
AS61337,10
AS60255,7
AS207203,15
AS39923,61
AS272073,5
AS201962,11
AS207269,1
AS213835,13
AS201986,13
AS14616,4
AS16353,4
AS210937,9
AS202365,6
AS208209,1
AS48412,4
AS208206,4
AS56563,1
AS8873,2
AS212966,3
AS215370,3
AS207045,4
AS208202,6
AS202945,2
AS210118,5
AS201281,3
AS208074,2
AS39384,6
AS30798,6
AS208200,4
AS42072,2
AS208702,5
AS207300,3
AS206313,6
AS205591,7
AS209894,1
AS42600,13
AS210940,3
AS202591,7
AS205845,6
AS208109,4
AS202543,16
AS136133,8
AS58051,5
AS207108,7
AS209403,1
AS215467,7
AS136268,1
AS213044,2
AS25506,4
AS202208,11
AS199821,1
AS41281,9
AS61072,1
AS41634,5
AS203755,1
AS209317,1
AS208130,1
AS213186,7
AS35367,2
AS213589,1
AS206975,5
AS60776,2
AS213205,6
AS208177,1
AS197564,11
AS208178,5
AS60670,10
AS199631,2
AS204592,5
AS212369,14
AS213640,3
AS42724,8
AS208007,1
AS201299,23
AS198984,6
AS400031,11
AS203039,3
AS43444,16
AS51458,3
AS205986,5
AS43581,51
AS201791,4
AS59643,2
AS150179,2
AS20200,6
AS400395,2
AS65544,1
AS206844,8
AS200064,16
AS201172,6
AS208170,5
AS28701,2
AS202993,1
AS210707,4
AS201000,7
AS211680,11
AS212772,9
AS213946,1
AS209155,5
AS57648,5
AS208161,36
AS49099,15
AS16321,4
AS213840,1
AS216047,12
AS29205,9
AS44606,1
AS200698,21
AS212047,3
AS211552,3
AS210920,3
AS214122,2
AS60435,11
AS64475,7
AS58145,3
AS199723,7
AS142354,5
AS215044,2
AS3303,256
AS60633,16
AS210413,5
AS142062,1
AS11331,6
AS139471,4
AS139888,20
AS35661,14
AS34427,8
AS208064,1
AS199703,2
AS208131,4
AS208144,1
AS134433,35
AS201115,2
AS215691,14
AS16097,17
AS201847,4
AS205112,15
AS62229,2
AS60917,11
AS43372,16
AS272547,5
AS211871,11
AS209956,7
AS41897,161
AS49225,6
AS208135,2
AS208550,1
AS153393,10
AS41729,8
AS208125,1
AS207923,2
AS199585,3
AS39093,6
AS15510,13
AS40913,1
AS6594,1
AS50326,5
AS208033,2
AS44270,5
AS3255,237
AS213221,3
AS212836,3
AS328867,7
AS212517,2
AS200702,6
AS208095,4
AS205953,6
AS207617,3
AS48821,3
AS57264,6
AS208123,2
AS43995,5
AS50250,1
AS43967,40
AS201800,12
AS207867,13
AS39896,6
AS42316,6
AS212635,2
AS208071,1
AS200031,6
AS208070,6
AS200562,4
AS15511,10
AS200036,2
AS61955,44
AS208108,6
AS262444,42
AS61503,5
AS265703,16
AS266870,1
AS269733,5
AS268402,2
AS268398,2
AS266872,2
AS266876,5
AS268391,2
AS268395,2
AS266878,3
AS268441,2
AS262481,11
AS268397,2
AS264293,4
AS266875,2
AS264161,7
AS268412,6
AS268425,8
AS268426,2
AS266887,2
AS27983,18
AS266884,6
AS267056,3
AS61594,2
AS267693,2
AS270724,3
AS268434,2
AS268452,4
AS268424,3
AS266883,2
AS268439,2
AS268440,10
AS268500,2
AS268443,2
AS266902,6
AS268447,5
AS268448,2
AS268444,9
AS268455,2
AS268449,6
AS268456,2
AS52617,4
AS268463,6
AS268458,2
AS266901,3
AS266891,4
AS266885,1
AS268464,2
AS268465,2
AS268459,2
AS268543,2
AS268510,2
AS267484,20
AS28093,6
AS270021,5
AS266897,2
AS268470,2
AS266892,2
AS268512,2
AS268481,10
AS265905,3
AS268473,5
AS268513,5
AS272443,2
AS263579,7
AS61512,13
AS268479,2
AS14187,6
AS266903,2
AS52320,7
AS270035,16
AS268492,2
AS268485,2
AS263155,4
AS267690,3
AS268508,6
AS268526,2
AS268494,2
AS28158,23
AS268496,2
AS268529,8
AS267679,6
AS268593,15
AS266904,109
AS262589,65
AS267678,2
AS267682,3
AS271892,1
AS263244,10
AS266898,1
AS268516,7
AS268504,2
AS267691,3
AS271843,5
AS273879,2
AS268168,3
AS266905,2
AS263347,70
AS268523,2
AS268537,2
AS267704,6
AS16629,80
AS64161,4
AS262595,11
AS267697,1
AS271617,6
AS267677,2
AS268564,2
AS268535,2
AS268533,8
AS267685,3
AS267689,2
AS264565,4
AS267841,5
AS267683,1
AS267680,5
AS268548,2
AS268573,3
AS268551,2
AS267687,1
AS262494,14
AS268577,2
AS268670,2
AS267686,6
AS268568,16
AS268560,2
AS268571,2
AS268556,8
AS268578,2
AS268579,2
AS268557,2
AS267684,4
AS61587,35
AS268601,2
AS268586,2
AS267707,1
AS268613,2
AS268585,6
AS267700,2
AS267695,1
AS28423,24
AS268622,8
AS271751,3
AS268596,12
AS268598,2
AS268605,6
AS267699,21
AS268608,2
AS268669,2
AS263328,7
AS28441,2
AS270173,2
AS53181,8
AS268623,2
AS265556,3
AS267713,2
AS271701,4
AS268627,5
AS267705,2
AS268636,2
AS268633,2
AS268628,3
AS268646,2
AS268640,2
AS272174,2
AS267703,2
AS267709,2
AS268668,2
AS267706,4
AS264774,7
AS268647,2
AS268648,2
AS268663,2
AS263665,14
AS268664,3
AS267710,2
AS265760,1
AS267714,2
AS267723,1
AS268658,2
AS268659,27
AS268679,2
AS61595,2
AS264479,8
AS268681,2
AS268674,8
AS268675,4
AS267734,2
AS269098,4
AS262899,7
AS267715,2
AS267961,12
AS268683,3
AS267717,1
AS268684,12
AS271582,2
AS267937,2
AS267938,5
AS268692,8
AS267940,2
AS267933,2
AS268018,29
AS267722,2
AS264105,2
AS267950,5
AS268007,2
AS267952,5
AS267936,3
AS267946,2
AS273976,1
AS266771,9
AS267731,4
AS267712,1
AS263292,23
AS263725,18
AS274074,2
AS267959,1
AS15083,27
AS267956,2
AS267970,2
AS267962,2
AS267724,2
AS267963,13
AS267978,4
AS274496,2
AS267985,6
AS264075,6
AS267979,2
AS267730,6
AS267986,8
AS268033,2
AS267971,2
AS273533,6
AS263761,8
AS268020,2
AS267721,2
AS267728,2
AS267982,10
AS270930,3
AS268050,4
AS267995,2
AS267991,23
AS262773,49
AS267735,2
AS267998,7
AS267999,3
AS268070,4
AS269804,3
AS264398,4
AS268074,2
AS268067,2
AS268011,9
AS268016,2
AS263157,9
AS267738,2
AS2667733,1
AS267733,1
AS263785,15
AS268009,22
AS267729,2
AS268104,2
AS272929,2
AS267788,6
AS265565,2
AS268047,2
AS268035,5
AS268036,4
AS268028,2
AS268029,2
AS268138,8
AS61466,16
AS267741,3
AS268040,20
AS273392,2
AS268088,2
AS268057,5
AS268055,2
AS268060,1
AS268109,2
AS268069,2
AS268101,8
AS268065,2
AS268077,2
AS267737,1
AS269876,4
AS268078,2
AS268068,14
AS268089,2
AS14754,88
AS267740,2
AS268144,19
AS268075,3
AS268092,2
AS28394,13
AS268084,2
AS268080,2
AS268546,24
AS268087,5
AS268091,10
AS267742,1
AS268097,6
AS268120,2
AS22411,14
AS267790,4
AS64114,9
AS267764,1
AS268106,6
AS263717,10
AS267767,1
AS268112,2
AS268108,2
AS268117,2
AS267811,5
AS271795,6
AS267746,1
AS268116,6
AS267745,4
AS48252,22
AS268131,16
AS268137,11
AS268130,2
AS268126,2
AS268134,14
AS267772,4
AS13489,66
AS268135,2
AS267750,4
AS268713,2
AS267752,4
AS267761,2
AS267756,2
AS268148,8
AS268153,2
AS268151,3
AS262785,6
AS268149,10
AS268157,2
AS273973,7
AS64139,12
AS267758,2
AS263750,31
AS268154,2
AS267755,2
AS273311,2
AS273534,2
AS268160,2
AS268155,2
AS269506,3
AS268166,4
AS267766,6
AS268179,2
AS268173,10
AS267797,26
AS268710,2
AS262204,2
AS267768,2
AS213607,22
AS268177,2
AS268181,6
AS268183,9
AS268186,2
AS264679,2
AS265675,2
AS267775,1
AS271776,3
AS268744,6
AS268750,3
AS267778,2
AS52465,9
AS269853,3
AS268876,2
AS264562,8
AS268711,6
AS267782,1
AS268798,2
AS268721,2
AS267787,13
AS273133,7
AS272141,1
AS267777,2
AS268727,2
AS268732,14
AS267776,4
AS268746,11
AS268741,2
AS268737,2
AS268754,2
AS267800,3
AS267785,3
AS264619,4
AS267808,5
AS268742,2
AS268762,2
AS265234,3
AS268757,2
AS265566,2
AS271253,5
AS268763,2
AS267804,6
AS265741,7
AS268773,1
AS268764,2
AS264800,5
AS28370,78
AS268786,3
AS267791,2
AS272937,7
AS265475,5
AS267796,2
AS267792,2
AS271632,7
AS268824,3
AS268787,4
AS267810,1
AS267830,1
AS267795,1
AS268781,2
AS268782,2
AS268797,2
AS267801,3
AS61451,5
AS272995,3
AS267799,4
AS267798,19
AS268788,2
AS268789,8
AS268808,2
AS268790,15
AS52273,4
AS265768,5
AS267802,2
AS268793,18
AS267825,1
AS267860,1
AS264716,4
AS264742,4
AS266003,3
AS267807,2
AS267815,3
AS268801,5
AS268860,4
AS268819,1
AS268803,8
AS268809,2
AS264826,2
AS268810,2
AS267818,2
AS267826,2
AS268813,2
AS268815,2
AS273470,2
AS52399,35
AS267827,2
AS268823,1
AS268886,2
AS267809,33
AS267831,5
AS28007,13
AS267813,2
AS267828,2
AS268829,15
AS268841,2
AS268914,8
AS268938,6
AS268878,8
AS266806,3
AS263754,4
AS267817,4
AS268842,4
AS28428,2
AS267847,1
AS270187,7
AS265572,2
AS267821,1
AS265577,7
AS28433,1
AS268887,2
AS28387,5
AS28429,2
AS263574,6
AS265568,2
AS268848,2
AS265574,2
AS61712,3
AS267820,2
AS267829,2
AS264275,4
AS268858,2
AS262530,10
AS265579,2
AS265578,2
AS267865,1
AS268870,2
AS271599,10
AS267851,1
AS267842,3
AS268873,2
AS265583,2
AS265582,6
AS265580,2
AS268872,2
AS268874,2
AS267832,5
AS7049,13
AS267892,2
AS268879,10
AS268881,2
AS268883,5
AS263686,4
AS268890,2
AS53080,9
AS268892,2
AS268907,2
AS267833,5
AS268900,2
AS268901,2
AS262777,10
AS273223,3
AS273965,3
AS267834,9
AS265663,7
AS267878,6
AS267874,2
AS267837,2
AS267849,9
AS268903,2
AS268904,4
AS268323,10
AS268920,2
AS267840,1
AS268913,8
AS265586,6
AS265587,11
AS268936,2
AS268923,1
AS268924,2
AS268925,2
AS267856,1
AS268928,2
AS267910,1
AS268939,2
AS268927,2
AS268929,2
AS268930,2
AS268969,4
AS268935,2
AS269836,9
AS269011,5
AS267864,2
AS267845,2
AS52363,10
AS267859,1
AS268943,3
AS268944,2
AS268945,3
AS269007,2
AS267894,4
AS268948,2
AS267868,1
AS267854,2
AS268952,2
AS268954,20
AS269014,10
AS268955,2
AS3549,45
AS18678,105
AS267869,2
AS268960,8
AS268977,2
AS268973,2
AS267885,2
AS267871,2
AS19429,53
AS267870,2
AS267921,3
AS267930,1
AS267897,1
AS269033,2
AS267891,2
AS267863,1
AS13786,4
AS268991,2
AS267881,6
AS267895,2
AS266520,3
AS264732,4
AS268998,2
AS269039,2
AS269038,11
AS270186,2
AS270131,2
AS268993,2
AS272792,4
AS272666,2
AS269030,5
AS263189,3
AS267883,2
AS269049,2
AS265205,3
AS273774,7
AS61844,5
AS267876,6
AS269057,2
AS269015,4
AS269004,2
AS22724,33
AS262907,46
AS267905,3
AS265590,5
AS269090,2
AS267918,5
AS267899,2
AS269024,14
AS269034,2
AS269018,2
AS267003,6
AS263276,199
AS267908,2
AS269022,2
AS269046,2
AS267888,2
AS269041,4
AS273438,7
AS27690,2
AS269091,4
AS267900,2
AS269056,2
AS263332,4
AS269047,2
AS269111,9
AS52580,70
AS269048,4
AS269044,3
AS269102,2
AS269115,2
AS267915,1
AS269051,2
AS264643,2
AS269063,2
AS269073,16
AS269082,2
AS269077,2
AS269060,2
AS269053,6
AS267903,2
AS269109,2
AS267912,2
AS269083,2
AS269069,2
AS263661,6
AS267913,2
AS271024,3
AS269075,2
AS264996,26
AS269079,2
AS267916,2
AS269107,11
AS267914,10
AS269743,2
AS61588,20
AS269195,6
AS267920,2
AS274180,5
AS64231,2
AS267919,8
AS262215,6
AS265693,8
AS269116,2
AS269103,2
AS269194,7
AS269144,8
AS267929,7
AS273664,3
AS265592,2
AS273045,6
AS269742,3
AS269124,2
AS267924,3
AS269117,2
AS269131,2
AS269778,8
AS269139,2
AS269167,3
AS269128,6
AS269186,2
AS269191,2
AS269731,2
AS267932,2
AS267931,1
AS269136,2
AS269728,2
AS269137,2
AS269141,2
AS269849,1
AS269145,6
AS269146,2
AS269147,2
AS269148,2
AS269149,6
AS269155,2
AS269151,2
AS269153,2
AS269734,5
AS263250,3
AS269769,3
AS269216,2
AS265523,14
AS269163,3
AS273562,2
AS268267,5
AS265596,4
AS265584,2
AS269170,7
AS269171,10
AS269736,11
AS269188,2
AS271429,4
AS269729,5
AS269175,12
AS269179,2
AS269182,9
AS269180,2
AS269183,16
AS269181,5
AS269221,2
AS269732,1
AS264765,7
AS269184,8
AS269185,2
AS269228,2
AS269762,2
AS269200,2
AS269735,6
AS269203,1
AS269197,2
AS269746,4
AS269737,2
AS269202,2
AS269738,2
AS269739,6
AS269741,1
AS269206,2
AS269219,2
AS269262,4
AS269261,2
AS272991,3
AS269213,2
AS269265,6
AS269225,2
AS269285,7
AS269220,5
AS272179,2
AS269215,2
AS269226,2
AS269234,2
AS269766,2
AS269339,2
AS269223,2
AS269785,2
AS61468,50
AS269848,2
AS269792,2
AS269790,2
AS269747,1
AS269748,2
AS269749,3
AS263201,2
AS269757,3
AS273414,2
AS269302,2
AS269754,2
AS209500,6
AS269246,2
AS269235,2
AS269237,2
AS269251,2
AS269768,2
AS269753,1
AS269245,2
AS269248,2
AS269249,2
AS269254,12
AS269255,2
AS269758,2
AS271920,2
AS269319,8
AS269759,3
AS269263,2
AS273023,2
AS64165,2
AS269763,2
AS269273,2
AS269279,2
AS269761,2
AS269286,2
AS271913,1
AS269330,2
AS267501,3
AS271840,2
AS264824,21
AS269283,4
AS269781,1
AS269278,2
AS269288,9
AS271609,2
AS64121,1
AS269337,2
AS269797,2
AS269298,2
AS269403,2
AS269291,2
AS269293,2
AS269294,2
AS269299,2
AS269777,2
AS269438,2
AS269779,2
AS269314,2
AS269320,7
AS269359,4
AS269793,2
AS270255,3
AS269791,2
AS269771,2
AS269783,9
AS265598,2
AS269329,2
AS269382,2
AS269340,2
AS269818,8
AS269794,2
AS269401,2
AS269332,2
AS269392,3
AS269393,2
AS269347,7
AS269342,2
AS272459,2
AS269361,1
AS265667,1
AS269805,11
AS269795,1
AS267028,3
AS269782,29
AS269355,14
AS263222,8
AS267458,3
AS264637,7
AS269796,2
AS269358,2
AS269800,6
AS269427,2
AS269367,2
AS269380,2
AS269372,8
AS3000,2
AS269368,5
AS269375,9
AS269373,6
AS269807,4
AS264221,4
AS269387,2
AS269811,11
AS269553,2
AS262616,15
AS270070,2
AS269394,3
AS64117,2
AS269433,5
AS269502,10
AS269806,2
AS269816,3
AS269798,6
AS269814,7
AS263809,9
AS269425,2
AS266514,17
AS272802,2
AS269808,2
AS273651,2
AS269412,2
AS269413,2
AS269417,6
AS269422,2
AS269815,2
AS269419,8
AS269423,10
AS269802,2
AS269813,4
AS61600,2
AS269828,2
AS266842,3
AS269449,2
AS269434,2
AS269435,2
AS269817,1
AS269436,2
AS269439,2
AS271656,2
AS269526,2
AS269455,2
AS269831,2
AS269846,5
AS269460,5
AS269483,2
AS269450,2
AS269524,2
AS269484,2
AS269855,3
AS269456,2
AS269546,2
AS269589,9
AS269861,2
AS269915,5
AS269829,2
AS269462,2
AS269463,2
AS269471,4
AS269819,2
AS263495,4
AS269467,2
AS269495,2
AS269539,2
AS266435,3
AS269473,8
AS269556,2
AS269911,2
AS269488,2
AS266207,4
AS269490,2
AS269566,18
AS269833,2
AS263945,4
AS269508,14
